id,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,complexity_level,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,cei_violations,cei_safe_functions,cei_pattern_score,functions_with_reentrancy_guard,state_before_call_count,state_after_call_count,unchecked_calls_in_critical_context,cei_reentrancy_risk,state_external_danger,unchecked_lowlevel_risk,complexity_size_product,functions_calls_interaction,high_severity_density,guard_effectiveness,external_calls_ratio,low_level_calls_ratio,complexity_per_loc,avg_function_size,detector_density,high_severity_ratio,cei_violation_rate,state_after_call_ratio,reentrancy_risk_score,access_control_risk,code_quality_score,contract_maturity,has_critical_pattern,cei_violations^2,cei_violations lines_of_code,cei_violations num_functions,cei_violations max_cyclomatic_complexity,cei_violations total_detector_hits,lines_of_code^2,lines_of_code num_functions,lines_of_code max_cyclomatic_complexity,lines_of_code total_detector_hits,num_functions^2,num_functions max_cyclomatic_complexity,num_functions total_detector_hits,max_cyclomatic_complexity^2,max_cyclomatic_complexity total_detector_hits,total_detector_hits^2,ground_truth_vulnerable,contract_name,data_source
867,20,1,493,9,7,8,1,3,0,739,5,1,1.2222222222222223,0,30,0.040595399188092,3,0,0,0,219,317,0,21,41,12,4,0.0,0.0,698.0,25645.68333333333,1,35,27,0,4,0.7714285714285715,0,11,9,8,1,7,0.4666666666666667,8,1,0.8888888888888888,7,8,4,5,4,0.8,4,0,0,1.0,0,0,0,0,0,0,0,2217,63,240,0.0,0.7,0.0,0.004054054054054054,73.9,0.016216216216216217,1.5384615384615385,0.0,0.0,0.0,0,7.2559539918809195,3.0,1,0.0,0.0,0.0,0.0,0.0,546121.0,6651.0,2217.0,8868.0,81.0,27.0,108.0,9.0,36.0,144.0,True,buggy_27,solidifi_benchmark
869,12,0,254,68,73,63,4,5,0,441,1,1,1.5588235294117647,0,6,0.0136054421768707,33,0,0,0,137,141,0,12,24,8,3,0.0,0.0,374.0,11018.975,2,296,247,0,11,0.8344594594594594,1,106,68,79,2,73,0.4802631578947368,65,3,1.161764705882353,28,63,32,41,32,0.7804878048780488,32,24,1,0.04,0,1,24,0,0,1752,0,2205,4964,96,0.0,1.0579710144927537,0.0,0.011312217194570135,6.391304347826087,0.01809954751131222,1.3333333333333333,0.34782608695652173,0.32432432432432434,16.8,0,12.886054421768707,0.6,1,576.0,10584.0,1632.0,120.0,192.0,194481.0,29988.0,2205.0,3528.0,4624.0,340.0,544.0,25.0,40.0,64.0,True,StockBet,solidifi_benchmark
872,14,0,305,11,11,7,1,3,0,583,3,1,1.5454545454545454,0,97,0.1663807890222984,4,0,0,0,162,172,0,14,28,8,3,0.0,0.0,445.0,15708.5,2,36,28,0,4,0.7777777777777778,0,17,11,10,1,11,0.5238095238095238,10,1,0.9090909090909092,9,7,5,5,5,1.0,5,2,0,0.0,0,0,2,0,0,22,0,1749,121,112,0.0,0.9166666666666666,0.0,0.005136986301369863,48.583333333333336,0.0136986301369863,1.5555555555555556,0.16666666666666666,0.16666666666666666,1.4,0,8.513807890222983,9.7,1,4.0,1166.0,22.0,6.0,16.0,339889.0,6413.0,1749.0,4664.0,121.0,33.0,88.0,9.0,24.0,64.0,True,Ownable,solidifi_benchmark
873,16,0,350,13,11,6,0,3,0,600,5,1,1.4615384615384617,0,81,0.135,4,0,0,0,176,208,0,16,32,11,3,0.0,0.0,510.0,14910.545454545454,2,41,31,0,4,0.7560975609756098,0,19,13,12,1,11,0.4782608695652174,12,1,0.9230769230769232,7,6,4,5,12,0.8,8,2,0,0.0,0,0,2,0,0,22,0,1800,143,176,0.0,0.7857142857142857,0.0,0.004991680532445923,42.857142857142854,0.018302828618968387,1.3333333333333333,0.14285714285714285,0.16666666666666666,1.4,0,6.199999999999999,8.1,1,4.0,1200.0,26.0,6.0,22.0,360000.0,7800.0,1800.0,6600.0,169.0,39.0,143.0,9.0,33.0,121.0,True,SafeMath,solidifi_benchmark
874,20,0,483,18,18,6,0,3,0,636,3,1,1.6666666666666667,0,25,0.0393081761006289,6,0,0,0,213,317,0,20,41,11,4,0.0,0.0,683.0,27003.336363636365,2,36,30,0,2,0.8333333333333334,0,24,18,12,1,18,0.6,18,0,0.6666666666666666,14,6,6,6,16,1.0,11,0,0,1.0,0,0,0,0,0,0,0,1908,324,220,0.0,0.9473684210526315,0.0,0.004709576138147566,33.473684210526315,0.01726844583987441,1.6666666666666667,0.0,0.0,0.0,0,5.243081761006288,2.5,1,0.0,0.0,0.0,0.0,0.0,404496.0,11448.0,1908.0,6996.0,324.0,54.0,198.0,9.0,33.0,121.0,True,has,solidifi_benchmark
875,10,0,211,6,5,5,1,3,0,492,4,1,1.3333333333333333,0,98,0.1991869918699187,2,0,0,0,129,103,0,10,20,8,3,0.0,0.0,311.0,7817.7625,0,19,14,0,4,0.7368421052631579,0,8,6,4,1,5,0.5555555555555556,5,1,0.6666666666666666,6,5,2,3,2,0.6666666666666666,2,0,0,1.0,0,0,0,0,0,0,0,1476,30,80,0.0,0.7142857142857143,0.0,0.006085192697768763,70.28571428571429,0.016227180527383367,1.1111111111111112,0.0,0.0,0.0,0,8.841869918699187,9.8,1,0.0,0.0,0.0,0.0,0.0,242064.0,2952.0,1476.0,3936.0,36.0,18.0,48.0,9.0,24.0,64.0,True,buggy_9,solidifi_benchmark
876,18,1,375,23,20,16,0,3,0,675,7,1,1.3478260869565215,0,66,0.0977777777777777,8,0,0,0,213,202,0,19,36,13,5,0.0,0.0,560.0,15266.46153846154,3,68,55,0,4,0.8088235294117647,0,25,23,16,1,20,0.5555555555555556,22,1,0.6956521739130435,14,16,8,12,18,0.6666666666666666,13,0,0,1.0,0,0,0,0,0,0,0,2025,460,234,0.0,0.8333333333333334,0.0,0.004437869822485207,28.125,0.019230769230769232,1.2857142857142858,0.0,0.0,0.0,0,5.827777777777777,6.6,1,0.0,0.0,0.0,0.0,0.0,455625.0,15525.0,2025.0,8775.0,529.0,69.0,299.0,9.0,39.0,169.0,True,buggy_12,solidifi_benchmark
877,11,0,225,46,49,37,0,3,0,608,6,1,1.3043478260869563,0,167,0.2746710526315789,16,8,1,0,133,114,0,11,22,10,4,0.0,0.0,335.0,7128.8,3,186,147,0,8,0.7903225806451613,8,60,46,44,2,49,0.5268817204301075,40,6,0.9565217391304348,14,37,24,29,42,0.8275862068965517,28,0,0,1.0,0,0,0,0,0,0,0,1824,2254,110,0.0,1.0425531914893618,0.0,0.0049261083743842365,12.936170212765957,0.016420361247947456,1.0,0.0,0.0,0.0,0,7.596710526315789,42.7,1,0.0,0.0,0.0,0.0,0.0,369664.0,27968.0,1824.0,6080.0,2116.0,138.0,460.0,9.0,30.0,100.0,True,buggy_23,solidifi_benchmark
879,13,4,227,68,67,53,1,3,0,412,1,1,1.411764705882353,0,3,0.0072815533980582,27,0,0,0,128,127,0,17,22,13,4,0.0,0.0,377.0,6290.099999999999,2,272,218,0,10,0.8014705882352942,8,96,68,68,1,67,0.4962962962962963,67,1,1.0,28,53,31,37,35,0.8378378378378378,33,22,0,0.0,0,0,22,0,0,1474,0,1236,4556,169,0.0,0.9710144927536232,0.0,0.007263922518159807,5.971014492753623,0.031476997578692496,0.9285714285714286,0.3188405797101449,0.3235294117647059,15.4,0,6.9228155339805815,0.3,1,484.0,9064.0,1496.0,66.0,286.0,169744.0,28016.0,1236.0,5356.0,4624.0,204.0,884.0,9.0,39.0,169.0,True,digitalNotary,solidifi_benchmark
880,14,0,305,11,11,7,1,3,0,583,3,1,1.5454545454545454,0,97,0.1663807890222984,4,0,0,0,162,172,0,14,28,8,3,0.0,0.0,445.0,15708.5,2,36,28,0,4,0.7777777777777778,0,17,11,10,1,11,0.5238095238095238,10,1,0.9090909090909092,9,7,5,5,5,1.0,5,2,0,0.0,0,0,2,0,0,22,0,1749,121,112,0.0,0.9166666666666666,0.0,0.005136986301369863,48.583333333333336,0.0136986301369863,1.5555555555555556,0.16666666666666666,0.16666666666666666,1.4,0,8.513807890222983,9.7,1,4.0,1166.0,22.0,6.0,16.0,339889.0,6413.0,1749.0,4664.0,121.0,33.0,88.0,9.0,24.0,64.0,True,Ownable,solidifi_benchmark
881,3,0,50,21,24,14,1,6,0,119,1,1,1.9047619047619049,0,3,0.0252100840336134,8,0,0,0,40,16,0,3,4,8,3,0.0,0.0,80.0,512.0,2,82,69,1,8,0.8414634146341463,2,40,21,21,2,24,0.5333333333333333,20,1,1.0,12,14,11,11,12,1.0,12,4,0,0.0,0,0,4,0,0,96,0,714,504,24,0.0,1.0909090909090908,0.0,0.05,5.409090909090909,0.06666666666666667,0.3333333333333333,0.18181818181818182,0.16,2.8,0,6.952100840336133,0.3,1,16.0,476.0,84.0,24.0,32.0,14161.0,2499.0,714.0,952.0,441.0,126.0,168.0,36.0,48.0,64.0,True,DocumentSigner,solidifi_benchmark
882,15,0,321,22,24,8,0,3,0,574,5,1,1.7272727272727273,0,75,0.1306620209059233,8,0,0,0,166,187,0,15,30,12,3,0.0,0.0,471.0,11653.325,2,48,40,0,2,0.8333333333333334,0,32,22,16,1,24,0.6,22,0,0.7272727272727273,16,8,8,8,18,1.0,13,0,0,1.0,0,0,0,0,0,0,0,1722,528,180,0.0,1.0434782608695652,0.0,0.0052173913043478265,24.956521739130434,0.020869565217391306,1.1538461538461537,0.0,0.0,0.0,0,6.156620209059232,7.5,1,0.0,0.0,0.0,0.0,0.0,329476.0,12628.0,1722.0,6888.0,484.0,66.0,264.0,9.0,36.0,144.0,True,buggy_48,solidifi_benchmark
884,14,0,294,57,53,44,3,3,0,498,2,1,1.3859649122807018,0,3,0.0060240963855421,21,0,0,0,151,171,0,14,28,7,3,0.0,0.0,434.0,16783.4,2,218,172,0,9,0.7889908256880734,5,79,57,52,2,53,0.5047619047619047,51,6,0.912280701754386,24,44,23,31,25,0.7419354838709677,25,20,0,0.0,0,0,20,0,0,1060,0,1494,3021,98,0.0,0.9137931034482759,0.0,0.006012024048096192,8.586206896551724,0.014028056112224449,1.75,0.3448275862068966,0.37037037037037035,14.0,0,10.91024096385542,0.3,1,400.0,9960.0,1140.0,60.0,140.0,248004.0,28386.0,1494.0,3486.0,3249.0,171.0,399.0,9.0,21.0,49.0,True,Ownable,solidifi_benchmark
885,9,0,163,43,43,41,0,3,0,356,2,1,1.4186046511627908,0,73,0.2050561797752809,17,0,0,0,105,78,0,9,18,8,3,0.0,0.0,253.0,5047.35,2,194,159,0,9,0.8195876288659794,6,61,43,42,2,43,0.5058823529411764,41,2,0.9767441860465116,15,41,24,27,36,0.8888888888888888,25,18,0,0.0,0,0,18,0,0,774,0,1068,1849,72,0.0,0.9772727272727273,0.0,0.008403361344537815,8.090909090909092,0.022408963585434174,1.0,0.4090909090909091,0.4090909090909091,12.6,0,6.900561797752808,7.3,1,324.0,6408.0,774.0,54.0,144.0,126736.0,15308.0,1068.0,2848.0,1849.0,129.0,344.0,9.0,24.0,64.0,True,BitCash,solidifi_benchmark
886,10,0,204,46,49,37,0,3,0,697,5,1,1.3043478260869563,0,292,0.4189383070301291,16,8,1,0,117,107,0,10,20,9,4,0.0,0.0,304.0,6481.955555555556,3,187,148,0,8,0.7914438502673797,8,60,46,44,2,49,0.5268817204301075,40,6,0.9565217391304348,15,37,24,30,42,0.8,28,0,0,1.0,0,0,0,0,0,0,0,2091,2254,90,0.0,1.0425531914893618,0.0,0.004297994269340974,14.829787234042554,0.012893982808022923,1.0,0.0,0.0,0.0,0,9.039383070301291,55.2,1,0.0,0.0,0.0,0.0,0.0,485809.0,32062.0,2091.0,6273.0,2116.0,138.0,414.0,9.0,27.0,81.0,True,buggy_40,solidifi_benchmark
888,9,0,163,43,43,41,0,3,0,356,2,1,1.4186046511627908,0,73,0.2050561797752809,17,0,0,0,105,78,0,9,18,8,3,0.0,0.0,253.0,5047.35,2,194,159,0,9,0.8195876288659794,6,61,43,42,2,43,0.5058823529411764,41,2,0.9767441860465116,15,41,24,27,36,0.8888888888888888,25,18,0,0.0,0,0,18,0,0,774,0,1068,1849,72,0.0,0.9772727272727273,0.0,0.008403361344537815,8.090909090909092,0.022408963585434174,1.0,0.4090909090909091,0.4090909090909091,12.6,0,6.900561797752808,7.3,1,324.0,6408.0,774.0,54.0,144.0,126736.0,15308.0,1068.0,2848.0,1849.0,129.0,344.0,9.0,24.0,64.0,True,MD,solidifi_benchmark
889,13,0,262,6,5,4,0,3,0,546,7,1,1.3333333333333333,0,49,0.0897435897435897,2,0,0,0,145,145,0,13,26,10,4,0.0,0.0,392.0,9662.8,1,19,14,0,4,0.7368421052631579,0,8,6,4,1,5,0.5555555555555556,4,2,0.6666666666666666,6,4,2,3,3,0.6666666666666666,3,2,0,0.0,0,0,2,0,0,10,0,1638,30,130,0.0,0.7142857142857143,0.0,0.005484460694698354,78.0,0.018281535648994516,1.1818181818181819,0.2857142857142857,0.3333333333333333,1.4,0,5.747435897435897,4.9,1,4.0,1092.0,12.0,6.0,20.0,298116.0,3276.0,1638.0,5460.0,36.0,18.0,60.0,9.0,30.0,100.0,True,EventMetadata,solidifi_benchmark
890,13,0,273,19,16,20,0,3,0,496,4,1,1.2105263157894737,0,3,0.0060483870967741,7,0,1,0,149,152,0,13,27,11,4,0.0,0.0,403.0,9356.927272727273,2,77,60,0,4,0.7792207792207793,3,23,19,14,1,16,0.5333333333333333,18,1,0.7368421052631579,10,20,8,12,10,0.6666666666666666,8,0,0,1.0,0,0,0,0,0,0,0,1488,304,143,0.0,0.8,0.0,0.006036217303822937,24.8,0.022132796780684104,1.0833333333333333,0.0,0.0,0.0,0,4.910483870967741,2.3,1,0.0,0.0,0.0,0.0,0.0,246016.0,9424.0,1488.0,5456.0,361.0,57.0,209.0,9.0,33.0,121.0,True,buggy_38,solidifi_benchmark
892,10,0,174,20,18,14,0,3,0,315,2,1,1.4,0,38,0.1206349206349206,7,0,0,0,107,87,0,10,20,8,4,0.0,0.0,274.0,5750.575,2,57,46,0,4,0.8070175438596491,0,23,20,14,1,18,0.5625,19,1,0.7,13,14,7,10,17,0.7,12,6,0,0.0,0,0,6,0,0,108,0,945,360,80,0.0,0.8571428571428571,0.0,0.00949367088607595,15.0,0.02531645569620253,1.1111111111111112,0.2857142857142857,0.3157894736842105,4.2,0,6.056349206349205,3.8,1,36.0,1890.0,120.0,18.0,48.0,99225.0,6300.0,945.0,2520.0,400.0,60.0,160.0,9.0,24.0,64.0,True,EIP20Interface,solidifi_benchmark
893,11,1,216,13,12,13,1,3,0,399,4,1,1.3076923076923077,0,3,0.0075187969924812,5,0,0,0,130,110,0,12,22,13,4,0.0,0.0,331.0,5270.538461538461,2,50,39,0,4,0.78,0,17,13,11,1,12,0.5217391304347826,12,1,0.8461538461538461,8,13,6,8,6,0.75,6,6,0,0.0,0,0,6,0,0,72,0,1197,156,143,0.0,0.8571428571428571,0.0,0.0075,28.5,0.0325,0.7857142857142857,0.42857142857142855,0.46153846153846156,4.2,0,6.925187969924812,0.3,1,36.0,2394.0,78.0,18.0,78.0,159201.0,5187.0,1197.0,5187.0,169.0,39.0,169.0,9.0,39.0,169.0,True,Owned,solidifi_benchmark
894,13,0,273,19,16,20,0,3,0,496,4,1,1.2105263157894737,0,3,0.0060483870967741,7,0,1,0,149,152,0,13,27,11,4,0.0,0.0,403.0,9356.927272727273,2,77,60,0,4,0.7792207792207793,3,23,19,14,1,16,0.5333333333333333,18,1,0.7368421052631579,10,20,8,12,10,0.6666666666666666,8,0,0,1.0,0,0,0,0,0,0,0,1488,304,143,0.0,0.8,0.0,0.006036217303822937,24.8,0.022132796780684104,1.0833333333333333,0.0,0.0,0.0,0,4.910483870967741,2.3,1,0.0,0.0,0.0,0.0,0.0,246016.0,9424.0,1488.0,5456.0,361.0,57.0,209.0,9.0,33.0,121.0,True,buggy_28,solidifi_benchmark
895,11,0,220,54,57,44,1,17,0,423,1,1,1.7962962962962965,1,39,0.0921985815602836,26,0,0,0,137,104,0,11,22,13,5,0.0,0.0,330.0,5325.692307692308,3,271,238,2,13,0.8782287822878229,1,97,54,54,1,57,0.5135135135135135,53,1,1.0,21,44,28,35,52,0.8,29,21,0,0.0,0,0,21,0,0,1197,0,7191,3078,143,0.0,1.0363636363636364,0.0,0.04009433962264151,7.6909090909090905,0.030660377358490566,0.7857142857142857,0.38181818181818183,0.3620689655172414,14.7,0,7.071985815602836,3.9,1,441.0,8883.0,1134.0,357.0,273.0,178929.0,22842.0,7191.0,5499.0,2916.0,918.0,702.0,289.0,221.0,169.0,True,WhiteBetting,solidifi_benchmark
896,5,0,81,27,28,27,0,3,0,174,1,1,1.4444444444444444,0,3,0.0172413793103448,11,0,0,0,59,35,0,5,10,9,3,0.0,0.0,131.0,1215.388888888889,2,116,95,0,8,0.8189655172413793,3,39,27,24,1,28,0.5384615384615384,26,1,0.8888888888888888,12,27,14,16,18,0.875,14,10,0,0.0,0,0,10,0,0,280,0,522,756,45,0.0,1.0,0.0,0.017142857142857144,6.214285714285714,0.05142857142857143,0.5,0.35714285714285715,0.3448275862068966,7.0,0,5.022413793103448,0.3,1,100.0,1740.0,270.0,30.0,90.0,30276.0,4698.0,522.0,1566.0,729.0,81.0,243.0,9.0,27.0,81.0,True,TAMC,solidifi_benchmark
897,23,14,497,109,177,101,2,29,0,1159,2,1,2.6055045871559632,5,143,0.1233822260569456,41,27,0,0,214,340,0,37,40,13,5,0.0,0.0,797.0,27711.07692307692,3,723,695,34,31,0.9612724757952974,6,284,109,108,2,177,0.6210526315789474,98,11,0.9908256880733946,40,101,50,64,72,0.78125,59,0,0,1.0,0,0,0,0,0,0,0,33611,19293,299,0.0,1.6090909090909091,0.0,0.025,10.536363636363637,0.011206896551724138,1.6428571428571428,0.0,0.0,0.0,0,8.783822260569455,95.3,1,0.0,0.0,0.0,0.0,0.0,1343281.0,126331.0,33611.0,15067.0,11881.0,3161.0,1417.0,841.0,377.0,169.0,True,buggy_24,solidifi_benchmark
898,14,0,284,23,23,10,0,3,0,521,5,1,1.608695652173913,0,49,0.0940499040307101,8,0,0,0,155,159,0,14,28,12,3,0.0,0.0,424.0,9409.266666666666,2,53,43,0,4,0.8113207547169812,0,31,23,16,1,23,0.5897435897435898,22,1,0.6956521739130435,17,10,8,9,18,0.8888888888888888,13,2,0,0.0,0,0,2,0,0,46,0,1563,529,168,0.0,0.9583333333333334,0.0,0.005747126436781609,21.708333333333332,0.022988505747126436,1.0769230769230769,0.08333333333333333,0.08333333333333333,1.4,0,5.7904990403071,4.9,1,4.0,1042.0,46.0,6.0,24.0,271441.0,11983.0,1563.0,6252.0,529.0,69.0,276.0,9.0,36.0,144.0,True,ERC20Interface,solidifi_benchmark
899,14,0,312,9,6,10,1,1,0,515,5,1,1.0,0,7,0.0135922330097087,3,0,0,0,171,174,0,14,30,15,5,0.0,0.0,452.0,8823.04,1,38,29,0,4,0.7631578947368421,0,9,9,7,1,6,0.4615384615384615,8,1,0.7777777777777778,4,10,4,6,4,0.6666666666666666,4,0,0,1.0,0,0,0,0,0,0,0,515,54,210,0.0,0.6,0.0,0.001937984496124031,51.5,0.029069767441860465,0.875,0.0,0.0,0.0,0,7.0859223300970875,0.7,1,0.0,0.0,0.0,0.0,0.0,265225.0,4635.0,515.0,7725.0,81.0,9.0,135.0,1.0,15.0,225.0,True,buggy_17,solidifi_benchmark
900,10,0,174,43,44,50,1,9,0,314,2,1,1.558139534883721,0,15,0.0477707006369426,18,0,1,0,99,98,0,10,20,9,4,0.0,0.0,274.0,5102.488888888888,3,210,179,0,15,0.8523809523809524,4,67,43,42,1,44,0.5116279069767442,41,2,0.9767441860465116,15,50,20,28,23,0.7142857142857143,22,20,0,0.0,0,0,20,0,0,880,0,2826,1892,90,0.0,1.0,0.0,0.02857142857142857,7.136363636363637,0.02857142857142857,1.0,0.45454545454545453,0.4444444444444444,14.0,0,7.027707006369426,3.5,1,400.0,6280.0,860.0,180.0,180.0,98596.0,13502.0,2826.0,2826.0,1849.0,387.0,387.0,81.0,81.0,81.0,True,PHO,solidifi_benchmark
901,14,1,310,11,11,7,1,3,0,622,6,1,1.5454545454545454,0,72,0.1157556270096463,4,0,0,0,174,166,0,15,28,10,4,0.0,0.0,455.0,13204.100000000002,2,35,27,0,4,0.7714285714285715,0,17,11,9,1,11,0.55,9,2,0.8181818181818182,9,7,5,5,5,1.0,5,0,0,1.0,0,0,0,0,0,0,0,1866,121,140,0.0,0.9166666666666666,0.0,0.004815409309791332,51.833333333333336,0.016051364365971106,1.2727272727272727,0.0,0.0,0.0,0,8.007556270096462,7.2,1,0.0,0.0,0.0,0.0,0.0,386884.0,6842.0,1866.0,6220.0,121.0,33.0,110.0,9.0,30.0,100.0,True,buggy_20,solidifi_benchmark
902,20,0,481,60,52,48,0,5,0,947,13,1,1.4166666666666667,0,3,0.0031678986272439,16,6,1,0,211,312,0,20,41,14,5,0.0,0.0,681.0,20887.242857142854,3,265,217,1,10,0.8188679245283019,12,85,60,63,2,52,0.4521739130434782,51,9,1.05,23,48,26,28,86,0.9285714285714286,36,0,0,1.0,0,0,0,0,0,0,0,4735,3120,280,0.0,0.8524590163934426,0.0,0.005274261603375527,15.524590163934427,0.014767932489451477,1.3333333333333333,0.0,0.0,0.0,0,4.781678986272439,20.3,1,0.0,0.0,0.0,0.0,0.0,896809.0,56820.0,4735.0,13258.0,3600.0,300.0,840.0,25.0,70.0,196.0,True,buggy_30,solidifi_benchmark
903,14,0,286,6,5,4,0,3,0,572,7,1,1.3333333333333333,0,55,0.0961538461538461,2,0,0,0,152,164,0,14,28,10,4,0.0,0.0,426.0,11365.68,1,19,14,0,4,0.7368421052631579,0,8,6,4,1,5,0.5555555555555556,4,2,0.6666666666666666,6,4,2,3,3,0.6666666666666666,3,2,0,0.0,0,0,2,0,0,10,0,1716,30,140,0.0,0.7142857142857143,0.0,0.005235602094240838,81.71428571428571,0.017452006980802792,1.2727272727272727,0.2857142857142857,0.3333333333333333,1.4,0,5.81153846153846,5.5,1,4.0,1144.0,12.0,6.0,20.0,327184.0,3432.0,1716.0,5720.0,36.0,18.0,60.0,9.0,30.0,100.0,True,EventMetadata,solidifi_benchmark
904,5,0,81,27,28,27,0,3,0,174,1,1,1.4444444444444444,0,3,0.0172413793103448,11,0,0,0,59,35,0,5,10,9,3,0.0,0.0,131.0,1215.388888888889,2,116,95,0,8,0.8189655172413793,3,39,27,24,1,28,0.5384615384615384,26,1,0.8888888888888888,12,27,14,16,18,0.875,14,10,0,0.0,0,0,10,0,0,280,0,522,756,45,0.0,1.0,0.0,0.017142857142857144,6.214285714285714,0.05142857142857143,0.5,0.35714285714285715,0.3448275862068966,7.0,0,5.022413793103448,0.3,1,100.0,1740.0,270.0,30.0,90.0,30276.0,4698.0,522.0,1566.0,729.0,81.0,243.0,9.0,27.0,81.0,True,TAMCContract,solidifi_benchmark
906,10,0,194,53,53,49,0,5,0,365,1,1,1.5660377358490567,0,8,0.021917808219178,22,0,0,0,117,98,0,10,20,9,3,0.0,0.0,294.0,6062.933333333334,2,234,196,0,10,0.8376068376068376,5,83,53,49,1,53,0.5196078431372549,52,1,0.9245283018867924,20,49,28,31,37,0.9032258064516128,30,20,0,0.0,0,0,20,0,0,1060,0,1825,2809,90,0.0,0.9814814814814815,0.0,0.01366120218579235,6.7592592592592595,0.02459016393442623,1.0,0.37037037037037035,0.37037037037037035,14.0,0,4.96917808219178,0.8,1,400.0,7300.0,1060.0,100.0,180.0,133225.0,19345.0,1825.0,3285.0,2809.0,265.0,477.0,25.0,45.0,81.0,True,CareerOnToken,solidifi_benchmark
907,10,0,187,16,12,11,0,3,0,379,4,1,1.25,0,63,0.1662269129287599,5,0,0,0,119,92,0,10,20,8,3,0.0,0.0,287.0,6579.475,2,45,36,0,4,0.8,0,15,16,10,1,12,0.5454545454545454,15,1,0.625,11,11,5,8,15,0.625,10,0,0,1.0,0,0,0,0,0,0,0,1137,192,80,0.0,0.7058823529411765,0.0,0.007894736842105263,22.294117647058822,0.021052631578947368,1.1111111111111112,0.0,0.0,0.0,0,6.512269129287599,6.3,1,0.0,0.0,0.0,0.0,0.0,143641.0,6064.0,1137.0,3032.0,256.0,48.0,128.0,9.0,24.0,64.0,True,buggy_32,solidifi_benchmark
908,17,0,103,39,35,33,0,3,7,307,3,1,1.8205128205128205,0,23,0.0749185667752443,1,5,1,0,66,54,0,17,16,10,4,0.0,0.0,273.0,2833.74,2,187,164,0,6,0.8770053475935828,11,71,39,40,2,35,0.4666666666666667,36,3,1.0256410256410255,14,33,8,34,23,0.2352941176470588,12,0,0,1.0,0,0,0,0,0,0,0,921,1365,170,0.0,0.875,0.19444444444444445,0.00974025974025974,7.675,0.032467532467532464,1.5454545454545454,0.0,0.0,0.0,0,5.599185667752443,19.3,1,0.0,0.0,0.0,0.0,0.0,94249.0,11973.0,921.0,3070.0,1521.0,117.0,390.0,9.0,30.0,100.0,True,buggy_26,solidifi_benchmark
909,13,0,90,30,25,30,0,5,5,274,1,1,2.2,0,22,0.0802919708029197,1,0,0,0,63,41,0,13,15,9,4,0.0,0.0,220.0,2241.555555555556,2,176,164,0,10,0.9318181818181818,4,66,30,33,1,25,0.4310344827586206,29,1,1.1,9,30,9,25,17,0.36,10,20,0,0.0,0,0,20,0,0,500,0,1370,750,117,0.0,0.8064516129032258,0.19230769230769232,0.01818181818181818,8.838709677419354,0.03272727272727273,1.3,0.6451612903225806,0.7692307692307693,14.0,0,5.552919708029197,2.2,1,400.0,5480.0,600.0,100.0,180.0,75076.0,8220.0,1370.0,2466.0,900.0,150.0,270.0,25.0,45.0,81.0,True,CareerOnToken,solidifi_benchmark
910,12,0,79,26,22,25,0,3,4,286,2,1,2.0,0,85,0.2972027972027972,0,0,0,0,60,33,0,12,13,9,4,0.0,0.0,199.0,1837.4333333333332,2,150,136,0,8,0.9066666666666666,6,52,26,31,2,22,0.4150943396226415,24,2,1.1923076923076923,9,25,9,22,21,0.4090909090909091,10,17,0,0.0,0,0,17,0,0,374,0,858,572,108,0.0,0.8148148148148148,0.17391304347826086,0.010452961672473868,10.592592592592593,0.0313588850174216,1.2,0.6296296296296297,0.7391304347826086,11.9,0,7.822027972027971,8.5,1,289.0,4862.0,442.0,51.0,153.0,81796.0,7436.0,858.0,2574.0,676.0,78.0,234.0,9.0,27.0,81.0,True,AO,solidifi_benchmark
911,28,0,225,15,11,8,0,3,3,541,4,1,1.8,0,82,0.1515711645101663,0,0,0,0,136,121,0,28,32,10,4,0.0,0.0,505.0,11145.35,1,47,44,0,5,0.9361702127659576,0,21,15,8,1,11,0.5789473684210527,14,1,0.5333333333333333,11,8,1,11,11,0.0909090909090909,6,0,0,1.0,0,0,0,0,0,0,0,1623,165,280,0.0,0.6875,0.25,0.005535055350553505,33.8125,0.01845018450184502,2.5454545454545454,0.0,0.0,0.0,0,6.365711645101663,8.2,1,0.0,0.0,0.0,0.0,0.0,292681.0,8115.0,1623.0,5410.0,225.0,45.0,150.0,9.0,30.0,100.0,True,buggy_16,solidifi_benchmark
